eraJournalId,title,foreignTitle,forOne,forOneName,forTwo,forTwoName,forThree,forThreeName,issn1,issn2,issn3,issn4,issn5,issn6,issn7
15598,Acta Tropica,,11,Medical And Health Sciences,6,Biological Sciences,,,0001-706X,1873-6254,,,,,
40114,Acta Turistica,,1506,Tourism,,,,,0353-4316,,,,,,
18242,"Acta Universitatis Bohemiae Meridionales: vedecky casopis pro ekonomiku, rizeni a obchod",,14,Economics,,,,,1212-3285,,,,,,
32189,Acta Universitatis Szegediensis: Acta Scientiarum Mathematicarum,,101,Pure Mathematics,,,,,0001-6969,,,,,,
5574,Acta Veterinaria,,707,Veterinary Sciences,,,,,0567-8315,,,,,,
5486,Acta Veterinaria Hungarica,,707,Veterinary Sciences,,,,,0236-6290,1588-2705,,,,,
5487,Acta Veterinaria Scandinavica,,702,Animal Production,707,Veterinary Sciences,799,Other Agricultural And Veterinary Sciences,0044-605X,1751-0147,,,,,
2445,Acta Virologica: international journal,,605,Microbiology ,1108,Medical Microbiology,,,0001-723X,1336-2305,,,,,
3040,Acta Zoologica,,608,Zoology,606,Physiology ,,,0001-7272,1463-6395,,,,,
3046,Acta Zoologica Cracoviensia,,608,Zoology,,,,,0065-1710,1734-915X,,,,,
13125,Actas Espanolas de Psiquiatria,,1103,Clinical Sciences,,,,,1139-9287,1578-2735,,,,,
10222,Action Criticism and Theory for Music Education,,1302,Curriculum And Pedagogy ,,,,,1545-4517,,,,,,
36116,Action Learning and Action Research Journal,,MD,Multidisciplinary,,,,,1326-964X,,,,,,
35690,Action Learning: research and practice,,1303,Specialist Studies In Education,1503,Business And Management,,,1476-7333,1476-7341,,,,,
41365,Action Research,,MD,Multidisciplinary,,,,,1476-7503,1741-2617,,,,,
4519,Active and Passive Electronic Components,,906,Electrical And Electronic Engineering,,,,,0882-7516,1563-5031,,,,,
19324,Active Learning in Higher Education,,1301,Education Systems,1303,Specialist Studies in Education,,,1469-7874,1741-2625,,,,,
40865,"Activities, Adaptation and Aging: the journal of activities management",,1106,Human Movement And Sports Science,1117,Public Health And Health Services,,,0192-4788,1544-4368,,,,,
45112,ActKM Online Journal of Knowledge Management,,806,Information Systems,807,Library and Information Studies,,,1834-3554,,,,,,
45051,Actual Problems of economics,,1401,Economic Theory,1402,Applied Economics,,,1993-6788,,,,,,
44423,Actualite Chimique,,3,Chemical Sciences,,,,,0151-9093,,,,,,
36950,Actuel Marx,,2203,Philosophy ,,,,,0718-0179,0994-4524,,,,,
34127,Acupuncture in medicine,,1104,Complementary And Alternative Medicine,,,,,0964-5284,,,,,,
1285,Acustica United with Acta Acustica,,203,Classical Physics,913,Mechanical Engineering,1201,Architecture,1610-1928,1861-9959,,,,,
44427,Acute Cardiac Care,,1102,Cardiovascular Medicine And Haematology,,,,,1748-2941,,,,,,
40972,Ad Hoc Networks,,1005,Communications Technologies,805,Distributed Computing,906,Electrical And Electronic Engineering,1570-8705,1570-8713,,,,,
12610,Adamantius,,2204,Religion And Religious Studies,,,,,1126-6244,,,,,,
34578,Adaptation,,1902,"Film, Television And Digital Media",2005,Literary Studies,,,1755-0637,1755-0645,,,,,
9736,Adapted Physical Activity Quarterly,,1106,Human Movement and Sports Science,1701,Psychology,,,0736-5829,1543-2777,,,,,
6059,"Adaptive Behavior: animals, animats, software agents, robots, adaptive systems",,801,Artificial Intelligence And Image Processing,1701,Psychology,1702,Cognitive Science,1059-7123,1741-2633,,,,,
13373,Addiction,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,0965-2140,1360-0443,,,,,
13374,Addiction Biology,,11,Medical And Health Sciences,17,Psychology And Cognitive Sciences,,,1355-6215,1369-1600,,,,,
13375,Addiction Research and Theory,,1117,Public Health And Health Services,1701,Psychology,,,1476-7392,1606-6359,,,,,
44431,Addiction Science and Clinical Practice,,1117,Public Health And Health Services,1701,Psychology,,,1940-0632,1940-0640,,,,,
6060,Addictive Behaviors,,1701,Psychology,1117,Public Health and Health Services,,,0306-4603,1873-6327,,,,,
14671,Addictive Disorders and Their Treatment,,1115,Pharmacology and Pharmaceutical Sciences,1701,Psychology,,,1531-5754,1535-1122,,,,,
33852,Adelaide Law Review,,1801,Law,,,,,0065-1915,,,,,,
13377,ADF Health,,1117,Public Health And Health Services,,,,,1443-1033,,,,,,
41355,ADHD: Attention Deficit and Hyperactivity Disorders,,1109,Neurosciences,1103,Clinical Sciences,1702,Cognitive Science,1866-6116,1866-6647,,,,,
44432,Adicciones,,1117,Public Health And Health Services,,,,,0214-4840,,,,,,
36481,Administration and Policy in Mental Health and Mental Health Services Research,,1103,Clinical Sciences,1117,Public Health And Health Services,1701,Psychology,0894-587X,1522-3434,1573-3289,,,,
18700,Administration and Society,,1605,Policy And Administration,1606,Political Science,,,0095-3997,1552-3039,,,,,
34181,Administration in Social Work: the quarterly journal of human services management,,1607,Social Work,,,,,0364-3107,1544-4376,,,,,
200104,Administrative Culture,,1605,Policy and Administration,,,,,1736-6089, , , , , , 
19153,Administrative Science Quarterly,,1503,Business And Management,1505,Marketing,,,0001-8392,1930-3815,,,,,
35996,Administrative Theory and Praxis: a quarterly journal of dialogue in public administration theory,,1503,Business And Management,,,,,1084-1806,,,,,,
123805,"Adolescent Health, Medicine and Therapeutics",,1114,Paediatrics And Reproductive Medicine,1103,Clinical Sciences,,,1179-318X,,,,,,
44433,Adolescent Medicine: State of the Art Reviews,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,1934-4287,,,,,,
36231,Adoption and Fostering,,1701,Psychology,1607,Social Work,,,0308-5759,1740-469X,,,,,
44434,Adoption Quarterly,,16,Studies In Human Society,18,Law And Legal Studies,,,1092-6755,,,,,,
3834,Adsorption,,904,Chemical Engineering ,912,Materials Engineering,,,0929-5607,1572-8757,,,,,
3835,Adsorption Science and Technology,,904,Chemical Engineering ,,,,,0263-6174,,,,,,
20794,Adult Education Quarterly,,1301,Education Systems ,,,,,0741-7136,1552-3047,,,,,
4862,Advanced Composites Letters,,912,Materials Engineering,,,,,0963-6935,,,,,,
14672,Advanced Drug Delivery Reviews,,1115,Pharmacology and Pharmaceutical Sciences,,,,,0169-409X,1872-8294,,,,,
41370,Advanced Emergency Nursing Journal,,1110,Nursing,,,,,0164-2340,1931-4485,1931-4493,,,,
200105,Advanced Energy Materials,,303,Macromolecular and Materials Chemistry,912,Materials Engineering,915,Interdisciplinary Engineering,1614-6832,1614-6840, , , , , 
36524,Advanced Engineering Informatics: the science of supporting knowledge-intensive activities,,9,Engineering,8,Information And Computing Sciences,,,0954-1810,1474-0346,1873-5320,,,,
4863,Advanced Engineering Materials,,912,Materials Engineering,,,,,1438-1656,1527-2648,,,,,
1397,Advanced Functional Materials,,3,Chemical Sciences,9,Engineering,2,Physical Sciences,1616-301X,1616-3028,,,,,
200106,Advanced Healthcare Materials,,304,Medicinal and Biomolecular Chemistry,903,Biomedical Engineering,1004,Medical Biotechnology,2192-2640,2192-2659, , , , , 
4865,Advanced Materials,,2,Physical Sciences,3,Chemical Sciences,9,Engineering,0935-9648,1521-4095,,,,,
40869,Advanced Materials Research,,912,Materials Engineering,104,Statistics,,,1022-6680,1662-8985,,,,,
13,Advanced Nonlinear Studies,,101,Pure Mathematics,,,,,1536-1365,,,,,,
200107,Advanced Optical Materials,,906,Electrical and Electronic Engineering,205,Optical Physics,912,Materials Engineering,2195-1071, , , , , , 
3837,Advanced Powder Technology,,904,Chemical Engineering,913,Mechanical Engineering,914,Resources Engineering and Extractive Metallurgy,0921-8831,1568-5527,,,,,
3585,Advanced Robotics,,801,Artificial Intelligence And Image Processing,1702,Cognitive Science,906,Electrical And Electronic Engineering,0169-1864,1568-5535,,,,,
125153,Advanced Science Letters ,,MD,Multidisciplinary,,,,,1936-6612,1936-7317,,,,,
34332,Advanced Synthesis and Catalysis,,305,Organic Chemistry,904,Chemical Engineering ,302,Inorganic Chemistry,1615-4150,1615-4169,,,,,
123806,Advances and Applications in Bioinformatics and Chemistry,,MD,Multidisciplinary,,,,,1178-6949,,,,,,
41581,Advances and Applications in Fluid Mechanics,,102,Applied Mathematics,905,Civil Engineering,,,0973-4686,,,,,,
41719,Advances and applications in statistics,,104,Statistics ,,,,,0972-3617,,,,,,
19139,Advances in Accounting Behavioral Research,,1501,"Accounting, Auditing And Accountability",,,,,1475-1488,,,,,,
40221,Advances in Accounting Education: teaching and curriculum innovations,,1303,Specialist Studies In Education,1501,"Accounting, Auditing And Accountability",,,1085-4622,1527-893X,,,,,
19069,Advances in Accounting: a Research Annual,,1501,"Accounting, Auditing And Accountability",,,,,0882-6110,,,,,,
39996,Advances in Acoustics and Vibration,,102,Applied Mathematics,913,Mechanical Engineering,,,1687-6261,1687-627X,,,,,
125228,Advances in Adaptive Data Analysis,,8,Information And Computing Sciences,,,,,1793-5369,1793-7175,,,,,
5296,Advances in Agronomy,,503,Soil Sciences,607,Plant Biology,703,Crop And Pasture Production,0065-2113,2213-6789,,,,,
40026,Advances in Anatomic Pathology,,1103,Clinical Sciences,,,,,1072-4109,1533-4031,,,,,
4866,Advances in Applied Ceramics,,912,Materials Engineering,,,,,0967-9782,1743-6753,1743-6761,,,,
16,Advances in Applied Mathematics,,102,Applied Mathematics,101,Pure Mathematics,,,0196-8858,1090-2074,,,,,
2446,Advances in Applied Microbiology,,605,Microbiology ,1108,Medical Microbiology,,,0065-2164,,,,,,
769,Advances in Applied Probability,,102,Applied Mathematics,104,Statistics ,,,0001-8678,1475-6064,,,,,
39820,Advances in Artificial Neural Systems,,102,Applied Mathematics,801,Artificial Intelligence And Image Processing,,,1687-7594,1687-7608,,,,,
39819,Advances in Astronomy,,201,Astronomical And Space Sciences,,,,,1687-7969,1687-7977,,,,,
1907,Advances in Atmospheric Sciences,,401,Atmospheric Sciences,,,,,0256-1530,1861-9533,,,,,
2545,Advances in Botanical Research,,607,Plant Biology,,,,,0065-2296,,,,,,
15600,Advances in Cancer Research,,1112,Oncology And Carcinogenesis,,,,,0065-230X,,,,,,
4146,Advances in Cement Research,,905,Civil Engineering,,,,,0951-7197,1751-7605,,,,,
6063,Advances in Child Development and Behavior,,1701,Psychology,,,,,0065-2407,,,,,,
44883,Advances in Civil Engineering,,905,Civil Engineering,,,,,1687-8086,1687-8094,,,,,
15257,Advances in Clinical Chemistry,,1103,Clinical Sciences,,,,,0065-2423,,,,,,
30332,Advances in Cognitive Psychology,,1701,Psychology,1702,Cognitive Science,,,1895-1171,,,,,,
1400,Advances in Colloid and Interface Science,,3,Chemical Sciences,9,Engineering,,,0001-8686,1873-3727,,,,,
39995,Advances in Complex Systems,,102,Applied Mathematics,1701,Psychology,,,0219-5259,1793-6802,,,,,
17,Advances in Computational Mathematics,,102,Applied Mathematics,103,Numerical And Computational Mathematics,802,Computation Theory And Mathematics,1019-7168,1572-9044,,,,,
19786,Advances in Consumer Research,,1505,Marketing,1701,Psychology,,,0098-9258,,,,,,
14041,Advances in Contemporary Nursing,,1110,Nursing,,,,,1832-9861,,,,,,
32195,Advances in Data Analysis and Classification,,104,Statistics ,,,,,1862-5347,1862-5355,,,,,
32340,Advances in Decision Sciences,,1,Mathematical Sciences,8,Information And Computing Sciences,,,2090-3359,2090-3367,1173-9126,1532-7612,,,
44441,Advances in Dental Research,,1105,Dentistry,,,,,0895-9374,1544-0737,,,,,
19306,Advances in Developing Human Resources,,1503,Business And Management,,,,,1523-4223,1552-3055,,,,,
437,Advances in Difference Equations,,101,Pure Mathematics,,,,,1687-1839,1687-1847,,,,,
18,Advances in Differential Equations,,101,Pure Mathematics,103,Numerical and Computational Mathematics,,,1079-9389,,,,,,
200108,"Advances in Eating Disorders: theory, research and practice",,1116,Medical Physiology,1117,Public Health and Health Services,1701,Psychology,2166-2649,2166-2630, , , , , 
3190,Advances in Ecological Research,,602,Ecology,,,,,0065-2504,,,,,,
44442,Advances in Engineering Education,,9,Engineering,13,Education,,,1941-1766,,,,,,
22083,Advances in Engineering Software,,8,Information And Computing Sciences,9,Engineering,,,0965-9978,1873-5339,,,,,
200109,Advances in Environmental Biology,,502,Environmental Science and Management,,,,,1995-0756,1998-1066, , , , , 
2132,Advances in Enzyme Regulation,,601,Biochemistry And Cell Biology,,,,,0065-2571,1873-2437,,,,,
15291,Advances in Experimental Medicine and Biology,,11,Medical And Health Sciences,,,,,0065-2598,,,,,,
6065,Advances in Experimental Social Psychology,,1701,Psychology,1702,Cognitive Science,,,0065-2601,1557-8410,,,,,
200110,Advances in Financial Economics,,1502,"Banking, Finance and Investment",1503,Business and Management,,,1569-3732, , , , , , 
39693,Advances in Fuzzy Systems,,102,Applied Mathematics,906,Electrical And Electronic Engineering,801,Artificial Intelligence And Image Processing,1687-7101,1687-711X,,,,,
34540,Advances in Geosciences,,4,Earth Sciences,,,,,1680-7340,1680-7359,,,,,
20516,Advances in Health Sciences Education,,1302,Curriculum and Pedagogy,1608,Sociology,,,1382-4996,1573-1677,,,,,
39994,Advances in High Energy Physics,,1,Mathematical Sciences,2,Physical Sciences,,,1687-7357,1687-7365,,,,,
5379,Advances in Horticultural Science,,706,Horticultural Production,,,,,0394-6169,1592-1573,,,,,
41372,Advances in Hospitality and Leisure,,1506,Tourism,,,,,1745-3542,,,,,,
125243,Advances in Human-Computer Interaction,,8,Information And Computing Sciences,,,,,1687-5893,1687-5907,,,,,
15446,Advances in Immunology,,1107,Immunology,,,,,0065-2776,1557-8445,,,,,
2793,Advances in Insect Physiology,,608,Zoology,,,,,0065-2806,,,,,,
123053,Advances in International Management,,1503,Business And Management,,,,,1571-5027,,,,,,
19781,Advances in International Marketing,,1505,Marketing,,,,,1474-7979,,,,,,
44446,Advances in Learning and Behavioral Disabilities,,1301,Education Systems ,1701,Psychology,,,0735-004X,,,,,,
44884,Advances in Management,,1503,Business And Management,,,,,0974-2611,,,,,,
19071,Advances in Management Accounting,,1501,"Accounting, Auditing And Accountability",,,,,1474-7871,,,,,,
39809,Advances in Marine Biology,,6,Biological Sciences,,,,,0065-2881,,,,,,
44448,Advances in Materials Science and Engineering,,2,Physical Sciences,3,Chemical Sciences,9,Engineering,1687-8434,,,,,,
39818,Advances in Mathematical Physics,,1,Mathematical Sciences,2,Physical Sciences,,,1687-9120,1687-9139,,,,,
20,Advances in Mathematics,,101,Pure Mathematics,,,,,0001-8708,1090-2082,,,,,
36622,Advances in Mathematics of Commmunications,,102,Applied Mathematics,103,Numerical And Computational Mathematics,802,Computation Theory And Mathematics,1930-5346,,,,,,
200112,Advances in Mechanical Engineering,,913,Mechanical Engineering,,,,,1687-8132,1687-8140, , , , , 
123807,Advances in Medical Education and Practice,,1302,Curriculum And Pedagogy ,,,,,1179-7258,,,,,,
44449,Advances in Medical Sciences,,11,Medical And Health Sciences,,,,,1896-1126,,,,,,
35159,Advances in Mental Health ,,1117,Public Health And Health Services,1701,Psychology,1103,Clinical Sciences,1446-7984,1838-7357,1837-4905,,,,
200113,Advances in Meteorology,,401,Atmospheric Sciences,,,,,1687-9317,1687-9309, , , , , 
2447,Advances in Microbial Physiology,,605,Microbiology ,,,,,0065-2911,,,,,,
15604,Advances in Neonatal Care,,1103,Clinical Sciences,1114,Paediatrics And Reproductive Medicine,,,1536-0903,1536-0911,,,,,
14042,Advances in Nursing Science,,1110,Nursing,,,,,0161-9268,1550-5014,,,,,
124655,Advances in Oceanography and Limnology,,405,Oceanography,,,,,1947-5721,1947-573X,,,,,
39817,Advances in Operations Research,,102,Applied Mathematics,,,,,1687-9147,1687-9155,,,,,
200115,Advances in Optics and Photonics,,205,Optical Physics,,,,,1943-8206, , , , , , 
44452,Advances in OptoElectronics,,205,Optical Physics,906,Electrical And Electronic Engineering,,,1687-563X,,,,,,
5488,Advances in Parasitology,,605,Microbiology ,707,Veterinary Sciences,1108,Medical Microbiology,0065-308X,,,,,,
44454,Advances in Pharmacological Sciences,,1115,Pharmacology And Pharmaceutical Sciences,,,,,1687-6334,1687-6342,,,,,
14884,Advances in Pharmacology,,1115,Pharmacology And Pharmaceutical Sciences,,,,,1054-3589,1557-8925,,,,,
44455,Advances in Physical Chemistry,,306,Physical Chemistry (Incl. Structural),202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",307,Theoretical And Computational Chemistry,1687-7985,1687-7993,,,,,
1086,Advances in Physics,,204,Condensed Matter Physics,206,Quantum Physics,105,Mathematical Physics,0001-8732,1460-6976,,,,,
20658,Advances in Physiology Education,,1302,Curriculum and Pedagogy,1303,Specialist Studies in Education,,,1043-4046,1522-1229,,,,,
15607,Advances in Physiotherapy,,1103,Clinical Sciences,1106,Human Movement And Sports Science,,,1403-8196,,,,,,
1665,Advances in Polymer Science,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,305,Organic Chemistry,0065-3195,1436-5030,,,,,
44456,Advances in Polymer Technology,,912,Materials Engineering,,,,,0730-6679,,,,,,
2135,Advances in Protein Chemistry,,304,Medicinal And Biomolecular Chemistry,601,Biochemistry And Cell Biology,,,0065-3233,1557-8941,,,,,
36886,Advances in Psychiatric Treatment,,1103,Clinical Sciences,,,,,1355-5146,1472-1481,,,,,
40506,Advances in Psychological Science,,1701,Psychology,2004,Linguistics,,,1671-3710,,,,,,
19130,Advances in Public Interest Accounting,,1501,"Accounting, Auditing And Accountability",1605,Policy And Administration,,,1041-7060,,,,,,
13127,Advances in Schizophrenia and Clinical Psychiatry,,1103,Clinical Sciences,1701,Psychology,,,1461-0035,1743-0550,,,,,
41377,Advances in School Mental Health Promotion,,1701,Psychology,,,,,1754-730X,2049-8535,,,,,
